"seq","gubun","confCase","confCaseRate","death","deathRate","criticalRate","createDt","updateDt"
2639,"30-39",1902,"12.79",2,"0.66","0.11","2020-08-14 10:26:25.081","null"
2640,"20-29",3710,"24.94",,"0.00",,"2020-08-14 10:26:25.081","null"
2641,"10-19",826,"5.55",,"0.00",,"2020-08-14 10:26:25.081","null"
2642,"0-9",268,"1.8",,"0.00",,"2020-08-14 10:26:25.081","null"
2654,"남성",6875,"45.71",162,"53.11","2.36","2020-08-15 09:05:51.341","null"
2655,"여성",8164,"54.29",143,"46.89","1.75","2020-08-15 09:05:51.342","null"
2656,"80 이상",612,"4.07",152,"49.84","24.84","2020-08-15 09:05:51.342","null"
2657,"70-79",983,"6.54",90,"29.51","9.16","2020-08-15 09:05:51.342","null"
2658,"60-69",1977,"13.15",41,"13.44","2.07","2020-08-15 09:05:51.342","null"
2659,"50-59",2660,"17.69",16,"5.25","0.6","2020-08-15 09:05:51.342","null"
2660,"40-49",2035,"13.53",4,"1.31","0.2","2020-08-15 09:05:51.342","null"
2661,"30-39",1922,"12.78",2,"0.66","0.1","2020-08-15 09:05:51.342","null"
2662,"20-29",3742,"24.88",,"0.00",,"2020-08-15 09:05:51.343","null"
2663,"10-19",836,"5.56",,"0.00",,"2020-08-15 09:05:51.343","null"
2664,"0-9",272,"1.81",,"0.00",,"2020-08-15 09:05:51.343","null"
2676,"남성",6977,"45.55",162,"53.11","2.32","2020-08-16 10:38:23.531","null"
2677,"여성",8341,"54.45",143,"46.89","1.71","2020-08-16 10:38:23.531","null"
2678,"80 이상",618,"4.03",152,"49.84","24.6","2020-08-16 10:38:23.532","null"
2679,"70-79",1014,"6.62",90,"29.51","8.88","2020-08-16 10:38:23.532","null"
2680,"60-69",2033,"13.27",41,"13.44","2.02","2020-08-16 10:38:23.532","null"
2681,"50-59",2718,"17.74",16,"5.25","0.59","2020-08-16 10:38:23.532","null"
2682,"40-49",2070,"13.51",4,"1.31","0.19","2020-08-16 10:38:23.532","null"
2683,"30-39",1950,"12.73",2,"0.66","0.1","2020-08-16 10:38:23.532","null"
2684,"20-29",3781,"24.68",,"0.00",,"2020-08-16 10:38:23.532","null"
2685,"10-19",859,"5.61",,"0.00",,"2020-08-16 10:38:23.532","null"
2686,"0-9",275,"1.8",,"0.00",,"2020-08-16 10:38:23.532","null"
2698,"남성",7052,"45.45",162,"53.11","2.3","2020-08-17 10:27:17.893","null"
2699,"여성",8463,"54.55",143,"46.89","1.69","2020-08-17 10:27:17.894","null"
2700,"80 이상",625,"4.03",152,"49.84","24.32","2020-08-17 10:27:17.894","null"
2701,"70-79",1028,"6.63",90,"29.51","8.75","2020-08-17 10:27:17.894","null"
2702,"60-69",2081,"13.41",41,"13.44","1.97","2020-08-17 10:27:17.894","null"
2703,"50-59",2756,"17.76",16,"5.25","0.58","2020-08-17 10:27:17.894","null"
2704,"40-49",2093,"13.49",4,"1.31","0.19","2020-08-17 10:27:17.894","null"
2705,"30-39",1977,"12.74",2,"0.66","0.1","2020-08-17 10:27:17.894","null"
2706,"20-29",3803,"24.51",,"0.00",,"2020-08-17 10:27:17.895","null"
2707,"10-19",872,"5.62",,"0.00",,"2020-08-17 10:27:17.895","null"
2708,"0-9",280,"1.8",,"0.00",,"2020-08-17 10:27:17.895","null"
2720,"남성",7142,"45.31",163,"53.27","2.28","2020-08-18 10:15:34.906","null"
2721,"여성",8619,"54.69",143,"46.73","1.66","2020-08-18 10:15:34.906","null"
2722,"80 이상",627,"3.98",152,"49.67","24.24","2020-08-18 10:15:34.906","null"
2723,"70-79",1050,"6.66",91,"29.74","8.67","2020-08-18 10:15:34.907","null"
2724,"60-69",2148,"13.63",41,"13.40","1.91","2020-08-18 10:15:34.907","null"
2725,"50-59",2817,"17.87",16,"5.23","0.57","2020-08-18 10:15:34.907","null"
2726,"40-49",2120,"13.45",4,"1.31","0.19","2020-08-18 10:15:34.907","null"
2727,"30-39",2004,"12.71",2,"0.65","0.1","2020-08-18 10:15:34.907","null"
2728,"20-29",3820,"24.24",,"0.00",,"2020-08-18 10:15:34.907","null"
2729,"10-19",890,"5.65",,"0.00",,"2020-08-18 10:15:34.907","null"
2730,"0-9",285,"1.81",,"0.00",,"2020-08-18 10:15:34.907","null"
2742,"남성",7251,"45.16",163,"53.27","2.25","2020-08-19 10:13:41.065","null"
2743,"여성",8807,"54.84",143,"46.73","1.62","2020-08-19 10:13:41.065","null"
2744,"80 이상",634,"3.95",152,"49.67","23.97","2020-08-19 10:13:41.065","null"
2745,"70-79",1079,"6.72",91,"29.74","8.43","2020-08-19 10:13:41.065","null"
2746,"60-69",2220,"13.82",41,"13.40","1.85","2020-08-19 10:13:41.065","null"
2747,"50-59",2875,"17.9",16,"5.23","0.56","2020-08-19 10:13:41.065","null"
2748,"40-49",2159,"13.45",4,"1.31","0.19","2020-08-19 10:13:41.066","null"
2749,"30-39",2036,"12.68",2,"0.65","0.1","2020-08-19 10:13:41.066","null"
2750,"20-29",3849,"23.97",,"0.00",,"2020-08-19 10:13:41.066","null"
2751,"10-19",907,"5.65",,"0.00",,"2020-08-19 10:13:41.066","null"
2752,"0-9",299,"1.86",,"0.00",,"2020-08-19 10:13:41.066","null"
2764,"남성",7384,"45.17",163,"53.09","2.21","2020-08-20 10:25:55.813","null"
2765,"여성",8962,"54.83",144,"46.91","1.61","2020-08-20 10:25:55.814","null"
2766,"80 이상",645,"3.95",153,"49.84","23.72","2020-08-20 10:25:55.814","null"
2767,"70-79",1109,"6.78",91,"29.64","8.21","2020-08-20 10:25:55.814","null"
2768,"60-69",2268,"13.87",41,"13.36","1.81","2020-08-20 10:25:55.814","null"
2769,"50-59",2930,"17.92",16,"5.21","0.55","2020-08-20 10:25:55.814","null"
2770,"40-49",2191,"13.4",4,"1.30","0.18","2020-08-20 10:25:55.814","null"
2771,"30-39",2071,"12.67",2,"0.65","0.1","2020-08-20 10:25:55.814","null"
2772,"20-29",3879,"23.73",,"0.00",,"2020-08-20 10:25:55.815","null"
2773,"10-19",942,"5.76",,"0.00",,"2020-08-20 10:25:55.815","null"
2774,"0-9",311,"1.9",,"0.00",,"2020-08-20 10:25:55.815","null"
2786,"남성",7532,"45.18",163,"52.75","2.16","2020-08-21 10:32:08.207","null"
2787,"여성",9138,"54.82",146,"47.25","1.6","2020-08-21 10:32:08.208","null"
2788,"80 이상",651,"3.91",153,"49.51","23.5","2020-08-21 10:32:08.208","null"
2789,"70-79",1143,"6.86",93,"30.10","8.14","2020-08-21 10:32:08.208","null"
2790,"60-69",2342,"14.05",41,"13.27","1.75","2020-08-21 10:32:08.208","null"
2791,"50-59",2991,"17.94",16,"5.18","0.53","2020-08-21 10:32:08.208","null"
2792,"40-49",2233,"13.4",4,"1.29","0.18","2020-08-21 10:32:08.208","null"
2793,"30-39",2111,"12.66",2,"0.65","0.09","2020-08-21 10:32:08.209","null"
2794,"20-29",3921,"23.52",,"0.00",,"2020-08-21 10:32:08.209","null"
2795,"10-19",961,"5.76",,"0.00",,"2020-08-21 10:32:08.209","null"
2796,"0-9",317,"1.9",,"0.00",,"2020-08-21 10:32:08.209","null"
2808,"남성",7677,"45.15",163,"52.75","2.12","2020-08-22 10:16:28.555","null"
2809,"여성",9325,"54.85",146,"47.25","1.57","2020-08-22 10:16:28.556","null"
2810,"80 이상",654,"3.85",153,"49.51","23.39","2020-08-22 10:16:28.556","null"
2811,"70-79",1177,"6.92",93,"30.10","7.9","2020-08-22 10:16:28.556","null"
2812,"60-69",2398,"14.1",41,"13.27","1.71","2020-08-22 10:16:28.556","null"
2813,"50-59",3057,"17.98",16,"5.18","0.52","2020-08-22 10:16:28.556","null"
2814,"40-49",2281,"13.42",4,"1.29","0.18","2020-08-22 10:16:28.556","null"
2815,"30-39",2151,"12.65",2,"0.65","0.09","2020-08-22 10:16:28.556","null"
2816,"20-29",3976,"23.39",,"0.00",,"2020-08-22 10:16:28.556","null"
2817,"10-19",980,"5.76",,"0.00",,"2020-08-22 10:16:28.556","null"
2818,"0-9",328,"1.93",,"0.00",,"2020-08-22 10:16:28.557","null"
2830,"남성",7834,"45.03",163,"52.75","2.08","2020-08-23 10:24:13.604","null"
2831,"여성",9565,"54.97",146,"47.25","1.53","2020-08-23 10:24:13.604","null"
2832,"80 이상",668,"3.84",153,"49.51","22.9","2020-08-23 10:24:13.604","null"
2833,"70-79",1204,"6.92",93,"30.10","7.72","2020-08-23 10:24:13.604","null"
2834,"60-69",2485,"14.28",41,"13.27","1.65","2020-08-23 10:24:13.605","null"
2835,"50-59",3139,"18.04",16,"5.18","0.51","2020-08-23 10:24:13.605","null"
